Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status,Layoff_Rate,Val_Multiplite,Burn_Multiple,Starup_Age
986CECCB,Generative AI,2015,USA,Miami,Seed,23.99,201.54,10.98,1.85,12.3,93,0,93,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.0,18.3551912568306,2.021857923497268,11
FE12664C,ClimateTech,2012,USA,San Francisco,Post-IPO,369.24,1985.56,122.24,14.23,25.8,1387,0,1387,Tier 3 (Angel/Seed),Low,Independent,0.0,16.243128272251308,1.3969240837696335,14
CD16F3E1,FinTech,2020,USA,Miami,Series B,13.06,111.48,4.71,0.89,13.2,72,0,72,Tier 2 (Mid-size VC),Low,Acquired,0.0,23.6687898089172,2.267515923566879,6
A80981EC,Generative AI,2022,USA,Austin,Seed,3.01,33.81,1.88,0.23,9.1,13,0,13,Tier 2 (Mid-size VC),Low,Independent,0.0,17.984042553191493,1.468085106382979,4
C6F4D602,Robotics,2016,USA,Seattle,Series A,4.39,39.03,1.6,0.28,11.6,20,0,20,Tier 2 (Mid-size VC),Low,Closed,0.0,24.39375,2.1,10
7758C4D5,FinTech,2018,UK,London,Series B,15.61,124.66,7.23,0.57,23.3,30,0,30,Tier 2 (Mid-size VC),High,Independent,0.0,17.24204702627939,0.946058091286307,8
BBD94155,EdTech,2016,India,Bengaluru,Series B,92.04,839.85,50.58,6.43,14.1,460,62,398,"Tier 1 (e.g. Sequoia, a16z)",,Independent,13.478260869565217,16.604389086595493,1.5255041518386714,10
8CB17800,ClimateTech,2022,USA,New York,Seed,0.37,23.23,2.3,0.38,0.8,27,9,18,Tier 2 (Mid-size VC),Medium,Independent,33.33333333333333,10.100000000000001,1.9826086956521742,4
7EDCF797,ClimateTech,2018,UK,London,Series B,16.82,166.45,11.55,0.74,20.0,62,0,62,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,0.0,14.411255411255409,0.7688311688311686,8
72A537C1,HealthTech,2019,USA,New York,Seed,1.87,28.03,2.19,0.15,7.5,12,0,12,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,0.0,12.79908675799087,0.821917808219178,7
97DFABE1,Robotics,2022,USA,San Francisco,Series A,0.0,31.17,3.0,0.66,0.0,39,19,20,Bootstrapped,Low,Independent,48.717948717948715,10.39,2.64,4
FC1958A2,Generative AI,2020,USA,New York,Series B,32.58,187.32,6.42,2.21,14.1,111,0,111,Tier 3 (Angel/Seed),Medium,Closed,0.0,29.177570093457945,4.130841121495327,6
D3FEC634,HealthTech,2023,Japan,Kyoto,Series A,7.8,83.08,2.86,0.58,11.5,53,20,33,Corporate VC (e.g. Google Ventures),High,Independent,37.735849056603776,29.04895104895105,2.4335664335664333,3
4D87E54A,Generative AI,2023,France,Paris,Series B,66.66,560.11,36.87,2.44,26.2,133,0,133,Tier 2 (Mid-size VC),Low,Acquired,0.0,15.191483590995391,0.7941415785191214,3
9EA8F037,Robotics,2019,USA,New York,Series A,9.55,57.08,2.58,1.03,8.5,54,0,54,Tier 3 (Angel/Seed),High,Independent,0.0,22.124031007751938,4.790697674418604,7
3320D3E3,HealthTech,2020,Israel,Tel Aviv,Series B,54.28,412.97,28.68,2.19,23.7,150,0,150,Tier 3 (Angel/Seed),Medium,Independent,0.0,14.399232914923292,0.9163179916317992,6
09465F8E,HealthTech,2017,USA,San Francisco,Seed,2.6,38.25,2.22,0.62,3.6,36,0,36,Tier 2 (Mid-size VC),Low,Independent,0.0,17.22972972972973,3.351351351351351,9
9174CFE7,Generative AI,2025,China,Beijing,Seed,14.35,138.43,12.14,0.78,16.3,39,0,39,Tier 3 (Angel/Seed),Low,Independent,0.0,11.402800658978583,0.7710049423393739,1
112A7EC7,FinTech,2018,China,Beijing,Post-IPO,821.45,7417.29,727.35,27.75,29.5,1630,141,1489,Tier 2 (Mid-size VC),High,Closed,8.650306748466258,10.197690245411424,0.45782635594968035,8
8FD5B4F3,FinTech,2021,India,Bengaluru,Seed,8.89,106.68,13.11,0.49,15.1,47,0,47,Tier 3 (Angel/Seed),Medium,Independent,0.0,8.137299771167049,0.448512585812357,5
13A10AD3,Generative AI,2018,USA,Miami,Series B,184.33,1245.22,48.01,8.13,22.4,661,0,661,Tier 2 (Mid-size VC),Medium,Closed,0.0,25.936679858362844,2.032076650697771,8
722AB0F0,Web3/Crypto,2018,USA,Austin,Series C+,22.98,247.61,19.63,2.8,7.9,146,97,49,Tier 3 (Angel/Seed),,Acquired (Fire Sale),66.43835616438356,12.613856342333165,1.7116658176260824,8
EEBC9D52,Generative AI,2015,USA,Seattle,Series C+,222.7,2519.28,119.83,12.95,17.1,773,0,773,Tier 3 (Angel/Seed),Medium,Independent,0.0,21.023783693565885,1.296837186013519,11
8E068C2E,EdTech,2020,China,Beijing,Series C+,122.51,946.02,101.35,5.5,21.9,438,73,365,Corporate VC (e.g. Google Ventures),High,Independent,16.666666666666664,9.334188455846078,0.6512086827824372,6
6CD71524,Generative AI,2017,China,Shanghai,Post-IPO,1101.34,12439.46,789.79,61.25,18.0,3847,0,3847,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.0,15.750338697628482,0.9306271287304221,9
B3272F22,Autonomous Vehicles,2015,Germany,Munich,Series A,3.0,50.67,2.37,0.86,3.1,45,0,45,Tier 3 (Angel/Seed),Medium,Independent,0.0,21.379746835443036,4.3544303797468356,11
09C95619,Generative AI,2017,USA,Miami,Seed,2.4,44.52,1.87,0.65,3.2,36,0,36,Tier 2 (Mid-size VC),High,Independent,0.0,23.807486631016044,4.171122994652406,9
EF44EB12,Cybersecurity,2018,Japan,Kyoto,Seed,1.49,27.43,2.78,0.87,1.5,50,24,26,Corporate VC (e.g. Google Ventures),Low,Independent,48.0,9.866906474820144,3.7553956834532376,8
8987ECE8,HealthTech,2020,Japan,Tokyo,Seed,4.82,53.12,7.11,0.49,8.2,40,0,40,Tier 3 (Angel/Seed),Medium,Acquired,0.0,7.471167369901546,0.8270042194092827,6
05D53ADB,Cybersecurity,2019,USA,Seattle,Series B,66.68,353.35,19.01,2.29,27.9,165,44,121,Corporate VC (e.g. Google Ventures),High,Acquired,26.666666666666668,18.58758548132562,1.445554971067859,7
FE5A3D72,HealthTech,2014,USA,San Francisco,Seed,1.1,17.96,1.73,0.25,3.1,25,7,18,Tier 2 (Mid-size VC),Medium,Independent,28.000000000000004,10.381502890173412,1.7341040462427746,12
F669E6A3,Generative AI,2020,China,Beijing,Seed,2.09,41.05,5.15,0.32,5.0,19,0,19,Tier 3 (Angel/Seed),High,Acquired,0.0,7.970873786407766,0.745631067961165,6
EC39331B,Cybersecurity,2021,USA,Miami,Series B,30.01,175.44,12.35,2.88,10.1,162,89,73,Tier 3 (Angel/Seed),Medium,Closed,54.93827160493827,14.205668016194332,2.7983805668016197,5
98A9EBE5,Generative AI,2020,China,Shanghai,Seed,1.95,31.06,1.1,0.14,8.1,12,0,12,Tier 3 (Angel/Seed),Medium,IPO,0.0,28.236363636363635,1.5272727272727273,6
F968B627,Web3/Crypto,2024,USA,New York,Seed,0.0,11.84,1.47,0.62,0.0,36,33,3,Bootstrapped,High,Closed,91.66666666666666,8.054421768707483,5.061224489795918,2
99BF41C8,Generative AI,2014,India,Bengaluru,Series C+,248.82,2535.7,433.86,16.93,14.6,1012,0,1012,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,0.0,5.844512054579818,0.46826165122389707,12
EFE0C8F2,HealthTech,2021,USA,New York,Series B,5.73,45.0,2.9,0.34,13.0,32,0,32,Tier 3 (Angel/Seed),High,Independent,0.0,15.517241379310345,1.406896551724138,5
A5FE25F4,Cybersecurity,2020,USA,San Francisco,Series A,28.48,125.98,9.26,1.85,14.6,116,18,98,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,15.517241379310345,13.604751619870411,2.397408207343413,6
97798359,HealthTech,2020,China,Beijing,Series A,7.0,52.89,2.29,0.46,12.5,35,5,30,Tier 3 (Angel/Seed),Medium,Closed,14.285714285714285,23.096069868995635,2.4104803493449785,6
3D30F2D0,Robotics,2020,Singapore,Singapore,Seed,0.75,21.4,0.84,0.61,1.1,47,26,21,Corporate VC (e.g. Google Ventures),High,Closed,55.319148936170215,25.476190476190474,8.714285714285715,6
C5865F66,Cybersecurity,2018,UK,Cambridge,Series A,11.22,94.77,9.33,0.5,18.7,31,0,31,Tier 3 (Angel/Seed),Low,Independent,0.0,10.157556270096462,0.6430868167202572,8
A3C5B8E2,Cybersecurity,2018,USA,Miami,Seed,1.24,19.42,0.75,0.71,1.5,48,0,48,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,25.893333333333334,11.36,8
C3A8F70C,Web3/Crypto,2020,USA,New York,Seed,0.5,14.47,0.54,0.6,0.7,31,18,13,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),58.06451612903226,26.796296296296294,13.33333333333333,6
0B8EE7DB,HealthTech,2013,USA,New York,Seed,1.07,27.36,1.67,0.12,4.9,12,5,7,Corporate VC (e.g. Google Ventures),Medium,Independent,41.66666666666667,16.38323353293413,0.8622754491017964,13
D21A1B46,FinTech,2020,India,Bengaluru,Series A,1.96,15.7,0.63,0.54,3.1,50,0,50,Tier 3 (Angel/Seed),Low,Independent,0.0,24.92063492063492,10.285714285714286,6
4E16A08B,HealthTech,2021,USA,Miami,Series A,8.23,51.39,4.29,1.12,6.7,56,0,56,Tier 3 (Angel/Seed),High,Independent,0.0,11.979020979020978,3.132867132867133,5
A617E1FB,Robotics,2019,UK,London,Series A,8.14,62.54,4.97,0.62,11.3,34,0,34,Tier 3 (Angel/Seed),High,IPO,0.0,12.583501006036217,1.4969818913480886,7
84C4E1A8,Cybersecurity,2017,Canada,Vancouver,Seed,4.37,61.23,2.51,0.56,6.6,39,0,39,Tier 3 (Angel/Seed),Medium,Acquired,0.0,24.394422310756973,2.6772908366533867,9
38A2B68E,SpaceTech,2017,USA,Austin,Seed,3.34,43.76,6.84,0.46,6.0,36,13,23,Corporate VC (e.g. Google Ventures),Low,Independent,36.11111111111111,6.39766081871345,0.8070175438596492,9
0ABB368F,HealthTech,2014,India,Mumbai,Series A,3.42,19.5,1.9,0.91,3.4,47,21,26,Tier 3 (Angel/Seed),Medium,Independent,44.680851063829785,10.263157894736842,5.747368421052632,12
53C3DEBD,HealthTech,2014,India,Hyderabad,Series C+,57.94,291.87,22.19,4.08,13.9,281,0,281,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,0.0,13.153222172149617,2.2063992789544837,12
23EC18B0,ClimateTech,2016,Germany,Berlin,Post-IPO,186.6,799.96,115.44,8.85,20.8,797,0,797,Tier 3 (Angel/Seed),,Independent,0.0,6.92966042966043,0.9199584199584199,10
1D50F416,Autonomous Vehicles,2012,Singapore,Singapore,Seed,1.85,35.22,1.22,0.3,4.6,29,11,18,Tier 3 (Angel/Seed),High,Independent,37.93103448275862,28.86885245901639,2.9508196721311473,14
6ACFAAD5,ClimateTech,2018,USA,Seattle,Post-IPO,447.79,2357.87,105.03,17.88,24.9,1346,0,1346,Tier 2 (Mid-size VC),Low,Independent,0.0,22.449490621727126,2.0428449014567267,8
BC8EAAC1,HealthTech,2018,USA,Miami,Series A,4.11,36.52,4.08,0.49,7.0,32,13,19,Tier 2 (Mid-size VC),,Independent,40.625,8.950980392156863,1.4411764705882353,8
0409A1CB,Cybersecurity,2025,USA,New York,Series B,64.59,530.28,43.39,2.06,29.9,176,0,176,Tier 2 (Mid-size VC),Medium,Independent,0.0,12.221249135745563,0.5697165245448259,1
E2D063EE,ClimateTech,2025,USA,Boston,Series C+,137.23,1453.89,97.7,3.7,36.1,203,0,203,Tier 3 (Angel/Seed),High,Independent,0.0,14.88116683725691,0.4544524053224156,1
DA733F33,Generative AI,2016,USA,Austin,Series A,33.76,231.76,16.9,1.37,23.0,103,0,103,Tier 3 (Angel/Seed),Medium,Acquired,0.0,13.713609467455623,0.9727810650887575,10
ADC3C6F7,Generative AI,2017,Canada,Montreal,Seed,2.42,20.56,0.73,0.21,7.8,16,0,16,Tier 2 (Mid-size VC),Medium,Independent,0.0,28.164383561643834,3.452054794520548,9
ECDE86D0,Generative AI,2019,USA,Miami,Seed,0.82,18.78,1.05,0.39,1.7,21,0,21,Tier 3 (Angel/Seed),High,Independent,0.0,17.885714285714286,4.457142857142856,7
CD935BC7,HealthTech,2015,USA,Seattle,Series C+,55.68,250.76,43.54,2.64,20.3,198,0,198,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.0,5.759301791456132,0.7276067983463482,11
BDEFF1B5,EdTech,2020,UK,London,Pre-IPO,133.68,1414.57,168.98,6.11,21.5,473,45,428,Tier 2 (Mid-size VC),,IPO,9.513742071881607,8.371227364185112,0.4338975026630371,6
0FEB2FC2,SpaceTech,2019,India,Hyderabad,Seed,3.43,41.48,1.46,0.62,4.8,44,0,44,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,0.0,28.410958904109588,5.095890410958904,7
C535DB1F,HealthTech,2018,India,Mumbai,Series B,21.58,216.85,33.88,1.19,16.7,83,27,56,Tier 3 (Angel/Seed),Low,Independent,32.53012048192771,6.400531286894923,0.42148760330578505,8
26B84F0D,Autonomous Vehicles,2021,USA,Seattle,Seed,2.06,37.11,1.42,0.36,4.5,22,9,13,"Tier 1 (e.g. Sequoia, a16z)",,Independent,40.909090909090914,26.133802816901408,3.042253521126761,5
CEE60392,EdTech,2021,China,Beijing,Series C+,0.0,34.58,1.22,0.63,0.0,38,24,14,Bootstrapped,Medium,Closed,63.1578947368421,28.344262295081965,6.19672131147541,5
FFC02194,ClimateTech,2024,USA,San Francisco,Series C+,24.74,186.22,34.91,1.08,21.0,69,0,69,Tier 3 (Angel/Seed),Medium,Independent,0.0,5.334288169578918,0.3712403322830135,2
05AE35CF,Robotics,2017,Japan,Tokyo,Series B,56.33,263.25,12.08,3.03,18.0,209,0,209,Tier 3 (Angel/Seed),Medium,Closed,0.0,21.792218543046356,3.009933774834437,9
8F6699DE,Generative AI,2022,Japan,Tokyo,Series C+,480.39,5089.53,257.53,28.91,16.6,1934,0,1934,Tier 3 (Angel/Seed),Medium,Independent,0.0,19.762862579116998,1.34710519162816,4
1AA35AAA,Generative AI,2020,USA,Austin,Series B,107.39,840.03,29.1,11.13,9.6,641,259,382,Corporate VC (e.g. Google Ventures),,Independent,40.40561622464899,28.86701030927835,4.589690721649484,6
F601B112,Generative AI,2020,UK,London,Seed,7.21,57.52,3.51,0.38,15.0,32,0,32,Tier 3 (Angel/Seed),High,Closed,0.0,16.38746438746439,1.2991452991452994,6
39C0453C,Robotics,2022,Germany,Berlin,Series C+,161.12,1528.11,120.72,9.18,17.4,485,0,485,Tier 2 (Mid-size VC),Medium,Acquired,0.0,12.658300198807156,0.9125248508946322,4
6D8FBA9D,FinTech,2023,USA,Miami,Seed,0.33,18.58,0.68,0.78,0.4,45,0,45,Tier 2 (Mid-size VC),High,Independent,0.0,27.323529411764703,13.76470588235294,3
B659DBF0,Generative AI,2021,India,Bengaluru,Seed,0.62,17.7,1.66,0.26,1.7,24,0,24,Tier 3 (Angel/Seed),Low,Independent,0.0,10.662650602409638,1.8795180722891567,5
56043DFA,Generative AI,2018,USA,Miami,Series A,32.95,153.81,15.05,1.62,19.2,107,0,107,Tier 3 (Angel/Seed),High,Independent,0.0,10.219933554817276,1.2916943521594684,8
3F741C1C,Generative AI,2019,USA,San Francisco,Series A,75.72,733.58,90.55,5.95,12.5,400,0,400,Tier 3 (Angel/Seed),Medium,Closed,0.0,8.101380452788515,0.7885146327995584,7
AA8EF8D2,ClimateTech,2020,France,Paris,Seed,0.96,11.19,0.38,0.89,1.0,51,0,51,Corporate VC (e.g. Google Ventures),Medium,IPO,0.0,29.44736842105263,28.105263157894736,6
DDFFC035,FinTech,2021,UK,London,Series B,21.05,240.69,10.73,3.22,6.3,230,100,130,Tier 3 (Angel/Seed),High,Acquired,43.47826086956522,22.431500465983223,3.6011183597390493,5
3AC15B77,FinTech,2020,Germany,Munich,Seed,0.84,25.21,3.9,0.26,2.3,14,0,14,Tier 3 (Angel/Seed),Low,Independent,0.0,6.464102564102564,0.8,6
E589FE50,Robotics,2019,China,Shanghai,Series B,20.68,173.98,8.03,1.17,16.3,97,14,83,Tier 3 (Angel/Seed),Medium,Independent,14.432989690721648,21.666251556662516,1.7484433374844335,7
F900992D,HealthTech,2019,USA,New York,Series A,10.41,60.05,2.46,0.95,9.9,58,18,40,Tier 2 (Mid-size VC),High,Independent,31.03448275862069,24.410569105691057,4.634146341463414,7
7CA51E9B,Generative AI,2014,USA,Boston,Series C+,437.27,2651.32,147.22,28.11,15.5,1890,0,1890,Tier 3 (Angel/Seed),High,Independent,0.0,18.009237875288687,2.2912647738079066,12
4B697CA7,Robotics,2023,Israel,Jerusalem,Seed,3.55,54.02,2.52,0.42,6.8,31,0,31,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,21.436507936507937,2.0,3
1F21D576,Autonomous Vehicles,2014,USA,Seattle,Series C+,53.3,638.69,31.51,1.57,31.9,96,0,96,Corporate VC (e.g. Google Ventures),Medium,Acquired,0.0,20.26943827356395,0.5979054268486195,12
49199B8D,Web3/Crypto,2020,USA,Boston,Seed,2.07,17.65,1.35,0.23,6.3,13,9,4,"Tier 1 (e.g. Sequoia, a16z)",,Acquired (Fire Sale),69.23076923076923,13.074074074074073,2.0444444444444443,6
ACF31531,ClimateTech,2022,USA,Seattle,Series A,4.98,34.12,1.57,0.61,7.0,51,35,16,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale),68.62745098039215,21.732484076433117,4.662420382165605,4
9A4CAB22,Autonomous Vehicles,2019,USA,Miami,Series A,5.43,54.05,4.34,0.87,5.6,55,30,25,Tier 2 (Mid-size VC),Medium,Closed,54.54545454545454,12.453917050691244,2.4055299539170507,7
4F48E574,ClimateTech,2021,USA,Austin,Series A,18.64,103.32,13.69,0.7,23.3,55,0,55,Tier 3 (Angel/Seed),Low,Acquired,0.0,7.547114682249817,0.6135865595325054,5
9C39C918,Generative AI,2021,Canada,Toronto,Seed,3.43,51.25,3.95,0.47,6.0,28,0,28,Tier 2 (Mid-size VC),Medium,Closed,0.0,12.974683544303797,1.4278481012658226,5
923520B9,Web3/Crypto,2014,USA,Boston,Series A,19.27,246.07,17.77,0.51,31.6,39,22,17,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),56.41025641025641,13.84749577940349,0.34440067529544177,12
4233351A,Generative AI,2019,Germany,Munich,Seed,14.11,62.61,3.75,0.59,20.4,43,0,43,Tier 3 (Angel/Seed),,Independent,0.0,16.696,1.8880000000000001,7
A69CD00C,ClimateTech,2020,USA,Austin,Seed,1.44,17.64,0.94,0.22,4.5,18,5,13,Corporate VC (e.g. Google Ventures),Low,Independent,27.77777777777778,18.765957446808514,2.808510638297873,6
F3E6657B,Robotics,2019,China,Shanghai,Series B,28.07,207.14,39.36,1.67,15.9,92,41,51,Tier 3 (Angel/Seed),High,Independent,44.565217391304344,5.26270325203252,0.5091463414634146,7
D4147A68,HealthTech,2020,China,Beijing,Series A,5.6,47.48,5.58,0.73,6.7,51,0,51,Tier 3 (Angel/Seed),High,Closed,0.0,8.508960573476703,1.5698924731182795,6
070CC7E8,ClimateTech,2020,India,Delhi NCR,Series A,19.76,145.73,8.38,0.46,35.3,41,0,41,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.0,17.390214797136036,0.6587112171837709,6
66D2887E,HealthTech,2016,India,Delhi NCR,Series A,13.33,86.89,5.41,1.14,10.8,60,0,60,Tier 3 (Angel/Seed),Low,Independent,0.0,16.060998151571166,2.5286506469500925,10
B5D5B33B,Robotics,2019,UK,London,Seed,1.69,25.05,1.13,0.26,4.7,20,10,10,Tier 3 (Angel/Seed),,Independent,50.0,22.168141592920357,2.761061946902655,7
73C527CC,SpaceTech,2013,India,Bengaluru,Seed,1.06,25.33,1.09,0.53,1.7,36,15,21,Tier 2 (Mid-size VC),High,Independent,41.66666666666667,23.23853211009174,5.834862385321101,13
237CDA30,SpaceTech,2015,USA,San Francisco,Series A,30.11,111.18,3.98,1.16,23.9,103,0,103,Tier 3 (Angel/Seed),,Independent,0.0,27.934673366834172,3.4974874371859292,11
88B17D49,Web3/Crypto,2020,China,Beijing,Series A,34.01,148.36,4.96,1.27,24.8,104,52,52,Tier 2 (Mid-size VC),High,Acquired,50.0,29.911290322580648,3.0725806451612905,6
0E3F90B3,Cybersecurity,2020,China,Hangzhou,Series A,5.97,45.0,2.98,0.66,7.9,34,0,34,Tier 3 (Angel/Seed),High,Independent,0.0,15.100671140939598,2.6577181208053693,6
504CDA4C,HealthTech,2015,USA,Austin,Series C+,17.84,126.21,22.83,0.68,22.9,50,0,50,Tier 2 (Mid-size VC),Medium,Independent,0.0,5.528252299605782,0.35742444152431013,11
9D63564E,Generative AI,2021,China,Beijing,Seed,8.01,45.69,5.04,0.56,12.1,40,10,30,Corporate VC (e.g. Google Ventures),High,Independent,25.0,9.06547619047619,1.3333333333333335,5
7E42860C,Cybersecurity,2019,China,Hangzhou,Series C+,336.75,2176.85,76.61,7.2,46.1,480,0,480,Tier 2 (Mid-size VC),,Independent,0.0,28.41469782012792,1.1277901057303226,7
3010C03B,Generative AI,2023,China,Beijing,Series C+,216.03,790.7,43.44,9.03,23.7,542,0,542,Tier 3 (Angel/Seed),High,Closed,0.0,18.202117863720076,2.4944751381215466,3
B4120E86,Robotics,2019,USA,Miami,Series C+,8.12,73.45,2.65,0.5,13.5,39,11,28,Tier 2 (Mid-size VC),High,Independent,28.205128205128204,27.716981132075475,2.2641509433962264,7
6BC33E5C,HealthTech,2015,USA,Miami,Series B,86.94,770.01,35.1,5.31,16.1,356,52,304,Corporate VC (e.g. Google Ventures),,Independent,14.606741573033707,21.937606837606836,1.8153846153846154,11
5D877ECF,Autonomous Vehicles,2021,India,Hyderabad,Series C+,0.0,25.21,1.1,0.52,0.0,39,22,17,Bootstrapped,Medium,Closed,56.41025641025641,22.918181818181818,5.672727272727273,5
5A5AF6B3,Generative AI,2020,USA,San Francisco,Post-IPO,1024.34,9441.87,974.81,45.69,22.4,2978,0,2978,Tier 2 (Mid-size VC),High,Independent,0.0,9.685856731055283,0.5624480668027616,6
D617F58C,Generative AI,2019,China,Beijing,Series A,42.52,236.16,11.2,3.46,11.9,211,0,211,Tier 2 (Mid-size VC),High,Independent,0.0,21.085714285714285,3.707142857142857,7
E51413D4,HealthTech,2019,Singapore,Singapore,Series C+,155.45,1362.49,64.94,6.64,23.1,418,0,418,Tier 3 (Angel/Seed),Medium,Independent,0.0,20.980751462888822,1.2269787496150293,7
95048385,Robotics,2016,Israel,Jerusalem,Series C+,0.0,5.31,0.75,0.18,0.0,11,4,7,Bootstrapped,Low,Independent,36.36363636363637,7.079999999999999,2.8800000000000003,10
7A276FF4,FinTech,2018,France,Paris,Seed,1.97,23.84,1.85,0.38,4.1,37,0,37,Tier 3 (Angel/Seed),Low,Independent,0.0,12.886486486486486,2.464864864864865,8
619157F5,HealthTech,2013,USA,Seattle,Series A,0.0,18.62,0.66,0.8,0.0,45,0,45,Bootstrapped,High,Independent,0.0,28.21212121212121,14.545454545454547,13
AD1C8FCD,HealthTech,2020,UK,Cambridge,Series A,3.48,39.28,1.61,0.43,6.6,22,9,13,Corporate VC (e.g. Google Ventures),High,Independent,40.909090909090914,24.39751552795031,3.2049689440993787,6
CCC246E7,Generative AI,2022,USA,Miami,Seed,2.01,25.03,2.44,0.46,3.6,23,0,23,Tier 3 (Angel/Seed),Medium,Independent,0.0,10.258196721311476,2.2622950819672134,4
D17183E8,Generative AI,2021,USA,Austin,Seed,6.26,37.67,1.47,0.74,7.5,41,0,41,Tier 2 (Mid-size VC),,Closed,0.0,25.625850340136058,6.040816326530612,5
61F9CF02,EdTech,2013,UK,Cambridge,Series A,11.6,81.58,2.84,0.42,22.3,40,0,40,Corporate VC (e.g. Google Ventures),Low,Independent,0.0,28.725352112676056,1.7746478873239437,13
72D39B76,Autonomous Vehicles,2022,China,Shenzhen,Series A,4.67,41.7,2.28,0.63,6.4,34,0,34,Tier 3 (Angel/Seed),Medium,Closed,0.0,18.289473684210527,3.315789473684211,4
493884AE,Robotics,2019,China,Hangzhou,Seed,0.94,17.92,1.0,0.45,1.7,37,0,37,Tier 3 (Angel/Seed),High,Closed,0.0,17.92,5.4,7
2D9DF4BD,Generative AI,2016,Germany,Munich,Series A,14.46,64.39,6.64,0.89,14.6,64,22,42,Tier 3 (Angel/Seed),High,Independent,34.375,9.697289156626507,1.608433734939759,10
7DE74469,Generative AI,2021,India,Hyderabad,Series B,0.0,33.47,2.02,0.57,0.0,45,0,45,Bootstrapped,High,IPO,0.0,16.56930693069307,3.386138613861386,5
F47CBF80,FinTech,2018,Germany,Munich,Series B,64.58,655.15,60.6,4.1,15.4,221,63,158,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired,28.50678733031674,10.811056105610561,0.8118811881188118,8
373ECE72,ClimateTech,2018,France,Lyon,Series A,8.41,99.2,13.9,0.43,15.9,35,0,35,Tier 3 (Angel/Seed),Medium,IPO,0.0,7.136690647482014,0.3712230215827338,8
2DDE3374,HealthTech,2016,India,Delhi NCR,Seed,0.56,19.49,0.76,0.47,1.0,47,30,17,Tier 3 (Angel/Seed),High,Closed,63.829787234042556,25.64473684210526,7.421052631578947,10
2B838A94,ClimateTech,2019,USA,Seattle,Series C+,63.35,241.98,12.12,4.17,14.8,237,0,237,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired,0.0,19.965346534653467,4.128712871287129,7
70A42787,ClimateTech,2014,USA,Miami,Series A,0.0,34.44,1.75,0.75,0.0,47,0,47,Bootstrapped,,Independent,0.0,19.68,5.142857142857143,12
5E6592DF,Web3/Crypto,2021,USA,New York,Post-IPO,351.48,1269.24,42.9,17.0,20.6,936,418,518,Tier 3 (Angel/Seed),Medium,Independent,44.65811965811966,29.586013986013988,4.755244755244755,5
7FF5D247,Generative AI,2019,USA,New York,Seed,1.67,27.78,1.87,0.78,1.9,52,0,52,Tier 3 (Angel/Seed),High,Independent,0.0,14.855614973262032,5.005347593582887,7
A60E63E4,Generative AI,2019,India,Mumbai,Seed,3.12,46.1,2.1,0.24,9.2,16,7,9,Tier 3 (Angel/Seed),Medium,Independent,43.75,21.952380952380953,1.3714285714285712,7
749A748C,Generative AI,2012,USA,San Francisco,Seed,0.96,20.86,1.47,0.37,2.0,22,0,22,Tier 2 (Mid-size VC),Medium,Independent,0.0,14.19047619047619,3.020408163265306,14
738FB251,EdTech,2021,Germany,Munich,Seed,0.93,21.03,0.96,0.31,2.3,20,9,11,Tier 3 (Angel/Seed),Low,Independent,45.0,21.906250000000004,3.875,5
8CC33948,Cybersecurity,2019,India,Hyderabad,Series A,10.43,124.11,5.78,0.84,11.1,57,0,57,Corporate VC (e.g. Google Ventures),,Independent,0.0,21.472318339100344,1.7439446366782005,7
8B064447,FinTech,2019,China,Hangzhou,Seed,1.53,22.35,4.41,0.54,2.4,41,0,41,Tier 3 (Angel/Seed),High,Independent,0.0,5.068027210884354,1.469387755102041,7
D0BC11A2,Generative AI,2021,USA,Boston,Seed,2.02,20.78,0.84,0.37,4.3,34,0,34,Tier 3 (Angel/Seed),High,IPO,0.0,24.73809523809524,5.285714285714286,5
7C1F6D00,Robotics,2014,USA,Austin,Seed,1.16,25.45,3.26,0.66,1.5,36,19,17,Tier 2 (Mid-size VC),,Acquired (Fire Sale),52.77777777777778,7.806748466257669,2.4294478527607364,12
